clip_id,variant_id,duration_ms,snr_db,audio_path,ground_truth,dataset,group_id,sr,rms,container_duration_ms,noise_amplitude,normalization
voxconverse_qjgpl_005_1000ms,voxconverse_qjgpl_005_1000ms_dur60ms_snr+5dB,60,5,data/processed/experimental_variants/audio/train/voxconverse_qjgpl_005_1000ms_dur60ms_snr+5dB.wav,SPEECH,voxconverse,qjgpl,16000,0.0193576585899752,2000,0.0001,peak
voxconverse_ysgbf_041_1000ms,voxconverse_ysgbf_041_1000ms_dur20ms_snr-10dB,20,-10,data/processed/experimental_variants/audio/train/voxconverse_ysgbf_041_1000ms_dur20ms_snr-10dB.wav,SPEECH,voxconverse,ysgbf,16000,0.0562113567254932,2000,0.0001,peak
esc50_3-166125-B-23_052_1000ms,esc50_3-166125-B-23_052_1000ms_dur40ms_snr-5dB,40,-5,data/processed/experimental_variants/audio/train/esc50_3-166125-B-23_052_1000ms_dur40ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.0042307699276375,2000,0.0001,peak
esc50_3-166125-B-23_052_1000ms,esc50_3-166125-B-23_052_1000ms_dur500ms_snr-5dB,500,-5,data/processed/experimental_variants/audio/train/esc50_3-166125-B-23_052_1000ms_dur500ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.0234189328578327,2000,0.0001,peak
voxconverse_uexjc_029_1000ms,voxconverse_uexjc_029_1000ms_dur40ms_snr-10dB,40,-10,data/processed/experimental_variants/audio/train/voxconverse_uexjc_029_1000ms_dur40ms_snr-10dB.wav,SPEECH,voxconverse,uexjc,16000,0.0349864086271073,2000,0.0001,peak
esc50_3-166125-B-23_052_1000ms,esc50_3-166125-B-23_052_1000ms_dur1000ms_snr-10dB,1000,-10,data/processed/experimental_variants/audio/train/esc50_3-166125-B-23_052_1000ms_dur1000ms_snr-10dB.wav,NONSPEECH,esc50,,16000,0.1639692505437299,2000,0.0001,peak
esc50_4-175000-B-40_062_1000ms,esc50_4-175000-B-40_062_1000ms_dur500ms_snr-10dB,500,-10,data/processed/experimental_variants/audio/train/esc50_4-175000-B-40_062_1000ms_dur500ms_snr-10dB.wav,NONSPEECH,esc50,,16000,0.229005616365896,2000,0.0001,peak
esc50_3-119120-D-48_007_1000ms,esc50_3-119120-D-48_007_1000ms_dur60ms_snr+5dB,60,5,data/processed/experimental_variants/audio/train/esc50_3-119120-D-48_007_1000ms_dur60ms_snr+5dB.wav,NONSPEECH,esc50,,16000,0.0016875600643828,2000,0.0001,peak
voxconverse_iqbww_050_1000ms,voxconverse_iqbww_050_1000ms_dur100ms_snr+10dB,100,10,data/processed/experimental_variants/audio/train/voxconverse_iqbww_050_1000ms_dur100ms_snr+10dB.wav,SPEECH,voxconverse,iqbww,16000,0.0486973245646479,2000,0.0001,peak
voxconverse_zrlyl_018_1000ms,voxconverse_zrlyl_018_1000ms_dur60ms_snr+5dB,60,5,data/processed/experimental_variants/audio/train/voxconverse_zrlyl_018_1000ms_dur60ms_snr+5dB.wav,SPEECH,voxconverse,zrlyl,16000,0.006418373796989,2000,0.0001,peak
esc50_4-209698-A-37_023_1000ms,esc50_4-209698-A-37_023_1000ms_dur80ms_snr-10dB,80,-10,data/processed/experimental_variants/audio/train/esc50_4-209698-A-37_023_1000ms_dur80ms_snr-10dB.wav,NONSPEECH,esc50,,16000,0.1118195191325074,2000,0.0001,peak
voxconverse_gocbm_047_1000ms,voxconverse_gocbm_047_1000ms_dur60ms_snr+5dB,60,5,data/processed/experimental_variants/audio/train/voxconverse_gocbm_047_1000ms_dur60ms_snr+5dB.wav,SPEECH,voxconverse,gocbm,16000,0.0172751284186032,2000,0.0001,peak
esc50_4-209698-A-37_023_1000ms,esc50_4-209698-A-37_023_1000ms_dur1000ms_snr+0dB,1000,0,data/processed/experimental_variants/audio/train/esc50_4-209698-A-37_023_1000ms_dur1000ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.1214874061821388,2000,0.0001,peak
voxconverse_odkzj_067_1000ms,voxconverse_odkzj_067_1000ms_dur1000ms_snr-10dB,1000,-10,data/processed/experimental_variants/audio/train/voxconverse_odkzj_067_1000ms_dur1000ms_snr-10dB.wav,SPEECH,voxconverse,odkzj,16000,0.1953529156180072,2000,0.0001,peak
voxconverse_hkzpa_036_1000ms,voxconverse_hkzpa_036_1000ms_dur100ms_snr+10dB,100,10,data/processed/experimental_variants/audio/train/voxconverse_hkzpa_036_1000ms_dur100ms_snr+10dB.wav,SPEECH,voxconverse,hkzpa,16000,0.0241755713402603,2000,0.0001,peak
esc50_3-216281-A-39_001_1000ms,esc50_3-216281-A-39_001_1000ms_dur100ms_snr+10dB,100,10,data/processed/experimental_variants/audio/train/esc50_3-216281-A-39_001_1000ms_dur100ms_snr+10dB.wav,NONSPEECH,esc50,,16000,0.0009118574644936,2000,0.0001,peak
esc50_2-71162-A-1_054_1000ms,esc50_2-71162-A-1_054_1000ms_dur40ms_snr-5dB,40,-5,data/processed/experimental_variants/audio/train/esc50_2-71162-A-1_054_1000ms_dur40ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.0142383859931809,2000,0.0001,peak
voxconverse_rcxzg_031_1000ms,voxconverse_rcxzg_031_1000ms_dur200ms_snr-10dB,200,-10,data/processed/experimental_variants/audio/train/voxconverse_rcxzg_031_1000ms_dur200ms_snr-10dB.wav,SPEECH,voxconverse,rcxzg,16000,0.1777303866890549,2000,0.0001,peak
voxconverse_kkwkn_068_1000ms,voxconverse_kkwkn_068_1000ms_dur500ms_snr+10dB,500,10,data/processed/experimental_variants/audio/train/voxconverse_kkwkn_068_1000ms_dur500ms_snr+10dB.wav,SPEECH,voxconverse,kkwkn,16000,0.0573521671643986,2000,0.0001,peak
voxconverse_vmaiq_006_1000ms,voxconverse_vmaiq_006_1000ms_dur100ms_snr-10dB,100,-10,data/processed/experimental_variants/audio/train/voxconverse_vmaiq_006_1000ms_dur100ms_snr-10dB.wav,SPEECH,voxconverse,vmaiq,16000,0.0012326149610893,2000,0.0001,peak
voxconverse_oxxwk_033_1000ms,voxconverse_oxxwk_033_1000ms_dur20ms_snr+10dB,20,10,data/processed/experimental_variants/audio/train/voxconverse_oxxwk_033_1000ms_dur20ms_snr+10dB.wav,SPEECH,voxconverse,oxxwk,16000,0.0032746845824093,2000,0.0001,peak
voxconverse_gocbm_047_1000ms,voxconverse_gocbm_047_1000ms_dur200ms_snr-5dB,200,-5,data/processed/experimental_variants/audio/train/voxconverse_gocbm_047_1000ms_dur200ms_snr-5dB.wav,SPEECH,voxconverse,gocbm,16000,0.0971490824140318,2000,0.0001,peak
esc50_1-31251-A-6_034_1000ms,esc50_1-31251-A-6_034_1000ms_dur40ms_snr+0dB,40,0,data/processed/experimental_variants/audio/train/esc50_1-31251-A-6_034_1000ms_dur40ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.0072286818693101,2000,0.0001,peak
esc50_1-51035-A-16_047_1000ms,esc50_1-51035-A-16_047_1000ms_dur80ms_snr+20dB,80,20,data/processed/experimental_variants/audio/train/esc50_1-51035-A-16_047_1000ms_dur80ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.0312667261380224,2000,0.0001,peak
voxconverse_gocbm_047_1000ms,voxconverse_gocbm_047_1000ms_dur40ms_snr+5dB,40,5,data/processed/experimental_variants/audio/train/voxconverse_gocbm_047_1000ms_dur40ms_snr+5dB.wav,SPEECH,voxconverse,gocbm,16000,0.012778130812979,2000,0.0001,peak
esc50_2-68595-B-15_030_1000ms,esc50_2-68595-B-15_030_1000ms_dur500ms_snr+10dB,500,10,data/processed/experimental_variants/audio/train/esc50_2-68595-B-15_030_1000ms_dur500ms_snr+10dB.wav,NONSPEECH,esc50,,16000,0.0122305873992866,2000,0.0001,peak
voxconverse_kckqn_077_1000ms,voxconverse_kckqn_077_1000ms_dur1000ms_snr+0dB,1000,0,data/processed/experimental_variants/audio/train/voxconverse_kckqn_077_1000ms_dur1000ms_snr+0dB.wav,SPEECH,voxconverse,kckqn,16000,0.1453171867440861,2000,0.0001,peak
voxconverse_zidwg_057_1000ms,voxconverse_zidwg_057_1000ms_dur40ms_snr-5dB,40,-5,data/processed/experimental_variants/audio/train/voxconverse_zidwg_057_1000ms_dur40ms_snr-5dB.wav,SPEECH,voxconverse,zidwg,16000,0.0378383571933107,2000,0.0001,peak
voxconverse_asxwr_076_1000ms,voxconverse_asxwr_076_1000ms_dur40ms_snr-10dB,40,-10,data/processed/experimental_variants/audio/train/voxconverse_asxwr_076_1000ms_dur40ms_snr-10dB.wav,SPEECH,voxconverse,asxwr,16000,0.0144786138992966,2000,0.0001,peak
voxconverse_jhdav_051_1000ms,voxconverse_jhdav_051_1000ms_dur200ms_snr+5dB,200,5,data/processed/experimental_variants/audio/train/voxconverse_jhdav_051_1000ms_dur200ms_snr+5dB.wav,SPEECH,voxconverse,jhdav,16000,0.010801505023434,2000,0.0001,peak
voxconverse_jyflp_042_1000ms,voxconverse_jyflp_042_1000ms_dur100ms_snr+10dB,100,10,data/processed/experimental_variants/audio/train/voxconverse_jyflp_042_1000ms_dur100ms_snr+10dB.wav,SPEECH,voxconverse,jyflp,16000,0.0358975027034293,2000,0.0001,peak
voxconverse_xvllq_044_1000ms,voxconverse_xvllq_044_1000ms_dur100ms_snr+20dB,100,20,data/processed/experimental_variants/audio/train/voxconverse_xvllq_044_1000ms_dur100ms_snr+20dB.wav,SPEECH,voxconverse,xvllq,16000,0.0124375585303201,2000,0.0001,peak
esc50_2-37806-D-40_075_1000ms,esc50_2-37806-D-40_075_1000ms_dur1000ms_snr+10dB,1000,10,data/processed/experimental_variants/audio/train/esc50_2-37806-D-40_075_1000ms_dur1000ms_snr+10dB.wav,NONSPEECH,esc50,,16000,0.0762981628947575,2000,0.0001,peak
voxconverse_ylnza_055_1000ms,voxconverse_ylnza_055_1000ms_dur60ms_snr+5dB,60,5,data/processed/experimental_variants/audio/train/voxconverse_ylnza_055_1000ms_dur60ms_snr+5dB.wav,SPEECH,voxconverse,ylnza,16000,0.0190313020582546,2000,0.0001,peak
voxconverse_jyflp_042_1000ms,voxconverse_jyflp_042_1000ms_dur20ms_snr+5dB,20,5,data/processed/experimental_variants/audio/train/voxconverse_jyflp_042_1000ms_dur20ms_snr+5dB.wav,SPEECH,voxconverse,jyflp,16000,0.0176321244215536,2000,0.0001,peak
esc50_2-158746-B-2_053_1000ms,esc50_2-158746-B-2_053_1000ms_dur80ms_snr-5dB,80,-5,data/processed/experimental_variants/audio/train/esc50_2-158746-B-2_053_1000ms_dur80ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.013779367828132,2000,0.0001,peak
esc50_5-157204-B-16_027_1000ms,esc50_5-157204-B-16_027_1000ms_dur1000ms_snr-10dB,1000,-10,data/processed/experimental_variants/audio/train/esc50_5-157204-B-16_027_1000ms_dur1000ms_snr-10dB.wav,NONSPEECH,esc50,,16000,0.414523716191692,2000,0.0001,peak
voxconverse_zrlyl_018_1000ms,voxconverse_zrlyl_018_1000ms_dur20ms_snr-5dB,20,-5,data/processed/experimental_variants/audio/train/voxconverse_zrlyl_018_1000ms_dur20ms_snr-5dB.wav,SPEECH,voxconverse,zrlyl,16000,0.006392079402207,2000,0.0001,peak
voxconverse_jsmbi_020_1000ms,voxconverse_jsmbi_020_1000ms_dur20ms_snr+0dB,20,0,data/processed/experimental_variants/audio/train/voxconverse_jsmbi_020_1000ms_dur20ms_snr+0dB.wav,SPEECH,voxconverse,jsmbi,16000,0.0113535734176666,2000,0.0001,peak
voxconverse_zidwg_057_1000ms,voxconverse_zidwg_057_1000ms_dur80ms_snr+20dB,80,20,data/processed/experimental_variants/audio/train/voxconverse_zidwg_057_1000ms_dur80ms_snr+20dB.wav,SPEECH,voxconverse,zidwg,16000,0.0318749150500075,2000,0.0001,peak
esc50_5-223099-A-32_043_1000ms,esc50_5-223099-A-32_043_1000ms_dur100ms_snr+20dB,100,20,data/processed/experimental_variants/audio/train/esc50_5-223099-A-32_043_1000ms_dur100ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.0013639615887959,2000,0.0001,peak
voxconverse_vmaiq_006_1000ms,voxconverse_vmaiq_006_1000ms_dur500ms_snr+5dB,500,5,data/processed/experimental_variants/audio/train/voxconverse_vmaiq_006_1000ms_dur500ms_snr+5dB.wav,SPEECH,voxconverse,vmaiq,16000,0.0090450636794952,2000,0.0001,peak
voxconverse_atgpi_045_1000ms,voxconverse_atgpi_045_1000ms_dur40ms_snr+5dB,40,5,data/processed/experimental_variants/audio/train/voxconverse_atgpi_045_1000ms_dur40ms_snr+5dB.wav,SPEECH,voxconverse,atgpi,16000,0.0182605127374294,2000,0.0001,peak
esc50_5-160614-F-48_024_1000ms,esc50_5-160614-F-48_024_1000ms_dur500ms_snr+10dB,500,10,data/processed/experimental_variants/audio/train/esc50_5-160614-F-48_024_1000ms_dur500ms_snr+10dB.wav,NONSPEECH,esc50,,16000,0.0089362760852407,2000,0.0001,peak
voxconverse_zrlyl_018_1000ms,voxconverse_zrlyl_018_1000ms_dur40ms_snr+20dB,40,20,data/processed/experimental_variants/audio/train/voxconverse_zrlyl_018_1000ms_dur40ms_snr+20dB.wav,SPEECH,voxconverse,zrlyl,16000,0.0040122183723257,2000,0.0001,peak
esc50_5-202220-A-21_040_1000ms,esc50_5-202220-A-21_040_1000ms_dur1000ms_snr+5dB,1000,5,data/processed/experimental_variants/audio/train/esc50_5-202220-A-21_040_1000ms_dur1000ms_snr+5dB.wav,NONSPEECH,esc50,,16000,0.0610082672888521,2000,0.0001,peak
esc50_3-119120-D-48_007_1000ms,esc50_3-119120-D-48_007_1000ms_dur60ms_snr+20dB,60,20,data/processed/experimental_variants/audio/train/esc50_3-119120-D-48_007_1000ms_dur60ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.0014781371917963,2000,0.0001,peak
esc50_4-168868-A-17_042_1000ms,esc50_4-168868-A-17_042_1000ms_dur100ms_snr+20dB,100,20,data/processed/experimental_variants/audio/train/esc50_4-168868-A-17_042_1000ms_dur100ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.0246933796602607,2000,0.0001,peak
voxconverse_atgpi_045_1000ms,voxconverse_atgpi_045_1000ms_dur200ms_snr+10dB,200,10,data/processed/experimental_variants/audio/train/voxconverse_atgpi_045_1000ms_dur200ms_snr+10dB.wav,SPEECH,voxconverse,atgpi,16000,0.0390862447046408,2000,0.0001,peak
esc50_2-37806-D-40_075_1000ms,esc50_2-37806-D-40_075_1000ms_dur100ms_snr-5dB,100,-5,data/processed/experimental_variants/audio/train/esc50_2-37806-D-40_075_1000ms_dur100ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.0521306369457729,2000,0.0001,peak
voxconverse_ypwjd_011_1000ms,voxconverse_ypwjd_011_1000ms_dur100ms_snr+20dB,100,20,data/processed/experimental_variants/audio/train/voxconverse_ypwjd_011_1000ms_dur100ms_snr+20dB.wav,SPEECH,voxconverse,ypwjd,16000,0.0174473441987769,2000,0.0001,peak
esc50_5-234145-A-28_066_1000ms,esc50_5-234145-A-28_066_1000ms_dur100ms_snr+10dB,100,10,data/processed/experimental_variants/audio/train/esc50_5-234145-A-28_066_1000ms_dur100ms_snr+10dB.wav,NONSPEECH,esc50,,16000,0.0205715853029462,2000,0.0001,peak
