clip_id,variant_id,duration_ms,snr_db,audio_path,ground_truth,dataset,group_id,sr,rms,container_duration_ms,noise_amplitude,normalization
esc50_5-223099-A-32_043_1000ms,esc50_5-223099-A-32_043_1000ms_dur500ms_snr-5dB,500,-5,data/processed/experimental_variants/audio/train/esc50_5-223099-A-32_043_1000ms_dur500ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.0061377231723662,2000,0.0001,peak
esc50_2-85434-A-27_058_1000ms,esc50_2-85434-A-27_058_1000ms_dur500ms_snr+0dB,500,0,data/processed/experimental_variants/audio/train/esc50_2-85434-A-27_058_1000ms_dur500ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.0414011973185454,2000,0.0001,peak
voxconverse_ywcwr_070_1000ms,voxconverse_ywcwr_070_1000ms_dur1000ms_snr-10dB,1000,-10,data/processed/experimental_variants/audio/train/voxconverse_ywcwr_070_1000ms_dur1000ms_snr-10dB.wav,SPEECH,voxconverse,ywcwr,16000,0.2029964662040052,2000,0.0001,peak
voxconverse_ypwjd_011_1000ms,voxconverse_ypwjd_011_1000ms_dur1000ms_snr+5dB,1000,5,data/processed/experimental_variants/audio/train/voxconverse_ypwjd_011_1000ms_dur1000ms_snr+5dB.wav,SPEECH,voxconverse,ypwjd,16000,0.0645327560010551,2000,0.0001,peak
voxconverse_jsmbi_020_1000ms,voxconverse_jsmbi_020_1000ms_dur40ms_snr+10dB,40,10,data/processed/experimental_variants/audio/train/voxconverse_jsmbi_020_1000ms_dur40ms_snr+10dB.wav,SPEECH,voxconverse,jsmbi,16000,0.0119425906558965,2000,0.0001,peak
voxconverse_mkrcv_022_1000ms,voxconverse_mkrcv_022_1000ms_dur60ms_snr+20dB,60,20,data/processed/experimental_variants/audio/train/voxconverse_mkrcv_022_1000ms_dur60ms_snr+20dB.wav,SPEECH,voxconverse,mkrcv,16000,0.013668387787472,2000,0.0001,peak
voxconverse_vmaiq_006_1000ms,voxconverse_vmaiq_006_1000ms_dur200ms_snr+0dB,200,0,data/processed/experimental_variants/audio/train/voxconverse_vmaiq_006_1000ms_dur200ms_snr+0dB.wav,SPEECH,voxconverse,vmaiq,16000,0.0006436239652812,2000,0.0001,peak
esc50_3-142593-A-38_059_1000ms,esc50_3-142593-A-38_059_1000ms_dur80ms_snr-5dB,80,-5,data/processed/experimental_variants/audio/train/esc50_3-142593-A-38_059_1000ms_dur80ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.0085824678072253,2000,0.0001,peak
esc50_3-166125-B-23_052_1000ms,esc50_3-166125-B-23_052_1000ms_dur500ms_snr-5dB,500,-5,data/processed/experimental_variants/audio/train/esc50_3-166125-B-23_052_1000ms_dur500ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.0234189328578327,2000,0.0001,peak
esc50_5-160614-F-48_024_1000ms,esc50_5-160614-F-48_024_1000ms_dur500ms_snr+10dB,500,10,data/processed/experimental_variants/audio/train/esc50_5-160614-F-48_024_1000ms_dur500ms_snr+10dB.wav,NONSPEECH,esc50,,16000,0.0089362760852407,2000,0.0001,peak
esc50_1-115545-A-48_039_1000ms,esc50_1-115545-A-48_039_1000ms_dur500ms_snr+0dB,500,0,data/processed/experimental_variants/audio/train/esc50_1-115545-A-48_039_1000ms_dur500ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.0774091683577724,2000,0.0001,peak
esc50_5-160614-F-48_024_1000ms,esc50_5-160614-F-48_024_1000ms_dur100ms_snr+0dB,100,0,data/processed/experimental_variants/audio/train/esc50_5-160614-F-48_024_1000ms_dur100ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.0015337526247768,2000,0.0001,peak
esc50_2-68595-B-15_030_1000ms,esc50_2-68595-B-15_030_1000ms_dur100ms_snr+10dB,100,10,data/processed/experimental_variants/audio/train/esc50_2-68595-B-15_030_1000ms_dur100ms_snr+10dB.wav,NONSPEECH,esc50,,16000,0.0027283193650291,2000,0.0001,peak
esc50_5-234145-A-28_066_1000ms,esc50_5-234145-A-28_066_1000ms_dur1000ms_snr+0dB,1000,0,data/processed/experimental_variants/audio/train/esc50_5-234145-A-28_066_1000ms_dur1000ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.1465360917812216,2000,0.0001,peak
voxconverse_rcxzg_031_1000ms,voxconverse_rcxzg_031_1000ms_dur500ms_snr-5dB,500,-5,data/processed/experimental_variants/audio/train/voxconverse_rcxzg_031_1000ms_dur500ms_snr-5dB.wav,SPEECH,voxconverse,rcxzg,16000,0.1527804790785818,2000,0.0001,peak
esc50_2-85434-A-27_058_1000ms,esc50_2-85434-A-27_058_1000ms_dur40ms_snr+20dB,40,20,data/processed/experimental_variants/audio/train/esc50_2-85434-A-27_058_1000ms_dur40ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.0037370042182596,2000,0.0001,peak
esc50_3-119120-D-48_007_1000ms,esc50_3-119120-D-48_007_1000ms_dur80ms_snr-5dB,80,-5,data/processed/experimental_variants/audio/train/esc50_3-119120-D-48_007_1000ms_dur80ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.0032264433317768,2000,0.0001,peak
voxconverse_uexjc_029_1000ms,voxconverse_uexjc_029_1000ms_dur500ms_snr+5dB,500,5,data/processed/experimental_variants/audio/train/voxconverse_uexjc_029_1000ms_dur500ms_snr+5dB.wav,SPEECH,voxconverse,uexjc,16000,0.0674643415624748,2000,0.0001,peak
esc50_2-83270-A-13_033_1000ms,esc50_2-83270-A-13_033_1000ms_dur100ms_snr+10dB,100,10,data/processed/experimental_variants/audio/train/esc50_2-83270-A-13_033_1000ms_dur100ms_snr+10dB.wav,NONSPEECH,esc50,,16000,0.0567643913682885,2000,0.0001,peak
voxconverse_atgpi_045_1000ms,voxconverse_atgpi_045_1000ms_dur20ms_snr+10dB,20,10,data/processed/experimental_variants/audio/train/voxconverse_atgpi_045_1000ms_dur20ms_snr+10dB.wav,SPEECH,voxconverse,atgpi,16000,0.0119841493111628,2000,0.0001,peak
esc50_5-160614-F-48_024_1000ms,esc50_5-160614-F-48_024_1000ms_dur1000ms_snr+0dB,1000,0,data/processed/experimental_variants/audio/train/esc50_5-160614-F-48_024_1000ms_dur1000ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.0134293556454757,2000,0.0001,peak
voxconverse_iqbww_050_1000ms,voxconverse_iqbww_050_1000ms_dur20ms_snr+0dB,20,0,data/processed/experimental_variants/audio/train/voxconverse_iqbww_050_1000ms_dur20ms_snr+0dB.wav,SPEECH,voxconverse,iqbww,16000,0.0308880095426541,2000,0.0001,peak
voxconverse_qjgpl_005_1000ms,voxconverse_qjgpl_005_1000ms_dur40ms_snr+10dB,40,10,data/processed/experimental_variants/audio/train/voxconverse_qjgpl_005_1000ms_dur40ms_snr+10dB.wav,SPEECH,voxconverse,qjgpl,16000,0.0135980205731784,2000,0.0001,peak
voxconverse_ysgbf_041_1000ms,voxconverse_ysgbf_041_1000ms_dur200ms_snr+20dB,200,20,data/processed/experimental_variants/audio/train/voxconverse_ysgbf_041_1000ms_dur200ms_snr+20dB.wav,SPEECH,voxconverse,ysgbf,16000,0.0435004514146289,2000,0.0001,peak
voxconverse_atgpi_045_1000ms,voxconverse_atgpi_045_1000ms_dur40ms_snr+5dB,40,5,data/processed/experimental_variants/audio/train/voxconverse_atgpi_045_1000ms_dur40ms_snr+5dB.wav,SPEECH,voxconverse,atgpi,16000,0.0182605127374294,2000,0.0001,peak
voxconverse_zidwg_057_1000ms,voxconverse_zidwg_057_1000ms_dur80ms_snr+20dB,80,20,data/processed/experimental_variants/audio/train/voxconverse_zidwg_057_1000ms_dur80ms_snr+20dB.wav,SPEECH,voxconverse,zidwg,16000,0.0318749150500075,2000,0.0001,peak
esc50_2-68595-B-15_030_1000ms,esc50_2-68595-B-15_030_1000ms_dur500ms_snr+0dB,500,0,data/processed/experimental_variants/audio/train/esc50_2-68595-B-15_030_1000ms_dur500ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.0164361184640928,2000,0.0001,peak
voxconverse_ywcwr_070_1000ms,voxconverse_ywcwr_070_1000ms_dur200ms_snr+20dB,200,20,data/processed/experimental_variants/audio/train/voxconverse_ywcwr_070_1000ms_dur200ms_snr+20dB.wav,SPEECH,voxconverse,ywcwr,16000,0.0252853523745709,2000,0.0001,peak
